iteration,country_name,currency,is_circulation,person,years_of_birth_death,in_circulation_since,years_of_circulation,reason_for_honor,denomination,obverse_or_reverse
199,Straits Settlements,Dollar,0,George V,1865-1936,NA,1916-1935,"King of the United Kingdom and the British Dominions, and Emperor of India (1910-1936)","1, 5, 10, 50, 100 and 1,000 dollars",Obverse
200,Sudan,Sudanese pound,0,Gaafar Muhammad an-Nimeiry,1930-2009,NA,1981-1984,4th President of Sudan (1969-1985),All (25 piastres-50 Sudanese pounds),Obverse
201,Suriname,Guilder (Gulden),0,Anton de Kom,1898-1945,NA,1986-1988,Resistance fighter and anti-colonialist author,All (5-500 guilder (gulden)),Both
201,Suriname,Guilder (Gulden),0,Anthony Nesty,1967-,NA,1991-1998,Olympic swimmer who won a gold medal in the 100 meter butterfly event in the 1988 Summer Olympics,25 guilder (gulden),Reverse
202,Sweden,Krona,0,Charles XI,1655–1697,NA,1985–1999,King of Sweden (1660–1697),500 kr,obverse
202,Sweden,Krona,0,Charles XI,1655–1697,NA,1989–2006,King of Sweden (1660–1697),500 kr,obverse
202,Sweden,Krona,0,Charles XIV John,1763–1844,NA,1976–1998,King of Sweden and Norway (1818–1844),"1,000 kr",obverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1890–1987,King of Sweden (1523–1560),5 kr,reverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1965–1998,King of Sweden (1523–1560),5 kr,obverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1892–1987,King of Sweden (1523–1560),10 kr,reverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1940–1987,King of Sweden (1523–1560),Gustav I,obverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1907-1962,King of Sweden (1523–1560),50 kr,reverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1907-1963,King of Sweden (1523–1560),100 kr,reverse
202,Sweden,Krona,0,Gustav I,1496–1560,NA,1907–1950,King of Sweden (1523–1560),"1,000 kr",reverse
202,Sweden,Krona,0,Gustav III,1746–1792,NA,1965-1990,King of Sweden (1771–1792),50 kr,obverse
202,Sweden,Krona,0,Gustav V,1858–1950,NA,1948–1987,King of Sweden (1907–1950),5 kr,obverse
202,Sweden,Krona,0,Gustav V,1858–1950,NA,1952–1987,King of Sweden (1907–1950),"1,000 kr",reverse
202,Sweden,Krona,0,Gustav II Adolf,1594–1632,NA,1965-1985,King of Sweden (1611–1632),100 kr,obverse
202,Sweden,Krona,0,Gustav II Adolf,1594–1632,NA,1986–2006,King of Sweden (1611–1632),100 kr,obverse
202,Sweden,Krona,0,Gustaf VI Adolf,1882–1973,NA,1954–1987,King of Sweden (1950–1973),5 kr,obverse
202,Sweden,Krona,0,Gustaf VI Adolf,1882–1973,NA,1963–1998,King of Sweden (1950–1973),10 kr,obverse
202,Sweden,Krona,0,Gustaf VI Adolf,1882–1973,NA,1958–1991,King of Sweden (1950–1973),"10,000 kr",obverse
202,Sweden,Krona,0,Selma Lagerlöf,1858–1940,NA,1992–2006,Nobel Prize winner in Literature (1909),20 kr,obverse
202,Sweden,Krona,0,Carl Linnaeus,1707–1778,NA,1965-1990,"Botanist, physician and zoologist; father of taxonomy",50 kr,reverse
203,Switzerland,Franc,0,Francesco Borromini,1599–1667,NA,1976–2000,Baroque architect,100 Fr.,obverse
203,Switzerland,Franc,0,Horace-Bénédict de Saussure,1740–1799,NA,1979–2000,"aristocrat, physicist; considered the founder of mountaineering",20 Fr.,obverse
203,Switzerland,Franc,0,Leonhard Euler,1707–1783,NA,1979–2000,"mathematician, physicist",10 Fr.,obverse
203,Switzerland,Franc,0,Auguste-Henri Forel,1848–1931,NA,1978–2000,psychiatrist and neuroanatomist; studied brain structures of humans and ants,"1,000 Fr.",obverse
203,Switzerland,Franc,0,Conrad Gessner,1516–1565,NA,1978–2000,"authored Historiae animalium (1551–1558), considered the foundation of modern zoology",50 Fr.,obverse
203,Switzerland,Franc,0,Gottfried Keller,1819–1890,NA,1956–2000,writer,10 Fr.,obverse
203,Switzerland,Franc,0,Saint Martin,316/7-397,NA,1957–2000,patron saint of soldiers,100 Fr.,obverse
203,Switzerland,Franc,0,Johann Heinrich Pestalozzi,1746–1827,NA,1930–1976,teacher and education reformer,20 Fr.,obverse
203,Switzerland,Franc,0,Albrecht von Haller,1708–1777,NA,1977–2000,anatomist and physiologist,500 Fr.,obverse
204,Tonga,Paʻanga,0,Sālote Tupou III,1900-1965,NA,1967-1973,Queen of Tonga (1918-1965),All (1/2-10 paʻanga),Obverse
204,Tonga,Paʻanga,0,Tāufaʻāhau Tupou IV,1918-2006,NA,1973-1995,King of Tonga (1965-2006),All (1/2-50 paʻanga),Obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1939–1952,Founder and 1st President of the Republic of Turkey (1923–1938),₤2½,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1952–1966,Founder and 1st President of the Republic of Turkey (1923–1938),₤2½,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1955–1966,Founder and 1st President of the Republic of Turkey (1923–1938),₤2½,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1957–1966,Founder and 1st President of the Republic of Turkey (1923–1938),₤2½,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1960–1966,Founder and 1st President of the Republic of Turkey (1923–1938),₤2½,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1937–1952,Founder and 1st President of the Republic of Turkey (1923–1938),₤5,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1952–1968,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1959–1968,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1961–1968,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1965–1968,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1968–1983,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1976–1983,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1938–1952,Founder and 1st President of the Republic of Turkey (1923–1938),₤10,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1952–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1953–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1958–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1960–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1961–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1963–1966,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1966–1981,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1975–1981,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1979–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,both
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1982–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,both
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1966–1987,Founder and 1st President of the Republic of Turkey (1923–1938),₤20,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1974–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1979–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1983–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1927–1938,Founder and 1st President of the Republic of Turkey (1923–1938),₤50,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1938–1952,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1951–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1953–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1956–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1957–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1960–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1964–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1971–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1976–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1983–1987,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1927–1938,Founder and 1st President of the Republic of Turkey (1923–1938),₤100,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1938–1942,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1952–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1956–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1958–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1962–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1964–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1969–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1972–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1979–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1983–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1984–1989,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1927–1939,Founder and 1st President of the Republic of Turkey (1923–1938),₤500,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1939–1946,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1953–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1959–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1962–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1968–1976,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1971–1984,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1974–1984,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1983–1989,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1984–1989,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1927–1939,Founder and 1st President of the Republic of Turkey (1923–1938),"₤1,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1939–1946,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1953–1979,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1978–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1979–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1981–1986,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1986–1992,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1988–1992,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1981–1994,Founder and 1st President of the Republic of Turkey (1923–1938),"₤5,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1985–1994,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1988–1994,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1990–1994,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1982–1995,Founder and 1st President of the Republic of Turkey (1923–1938),"₤10,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1984–1995,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1989–1995,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1993–1995,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1988–1997,Founder and 1st President of the Republic of Turkey (1923–1938),"₤20,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1995–1997,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1989–1999,Founder and 1st President of the Republic of Turkey (1923–1938),"₤50,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1995–1999,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1991–2001,Founder and 1st President of the Republic of Turkey (1923–1938),"₤100,000",both
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1994–2001,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,both
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1996–2001,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,both
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1992–2006,Founder and 1st President of the Republic of Turkey (1923–1938),"₤250,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1995–2006,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1998–2006,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1993–2006,Founder and 1st President of the Republic of Turkey (1923–1938),"₤500,000",obverse
205,Turkey,Lira,0,Mustafa Kemal Atatürk,1881–1938,NA,1994–2006,Founder and 1st President of the Republic of Turkey (1923–1938),Mustafa Kemal Atatürk,obverse
